ticket_id,customer_id,issue_type,resolution_time_hrs,compensation_amount
101588,58269,Missing Item,34.2,0
101589,114940,Late Delivery,19.5,100
101590,14464,Late Delivery,55.9,50
101591,55080,Missing Item,9.2,100
101592,101449,Late Delivery,37.5,0
101593,117960,Payment Issue,15.3,50
101594,12720,Missing Item,15.5,0
101595,22490,Wrong Item,28.8,0
101596,15079,Missing Item,70.7,0
101597,74468,Payment Issue,33.7,0
101598,14187,Late Delivery,63.0,50
101599,59876,Late Delivery,45.7,100
101600,109369,Late Delivery,40.6,0
101601,13556,Late Delivery,35.9,100
101602,72253,Wrong Item,0.6,0
101603,71940,Missing Item,31.0,100
101604,98224,Missing Item,28.8,0
101605,62134,Late Delivery,52.0,50
101606,19347,Missing Item,69.3,0
101607,93507,Payment Issue,69.3,0
101608,103088,Late Delivery,27.9,50
101609,55661,Late Delivery,18.4,0
101610,107766,Wrong Item,61.5,50
101611,76776,Wrong Item,52.6,50
101612,59490,Late Delivery,41.8,0
101613,94683,Payment Issue,43.6,100
101614,97690,Late Delivery,49.7,0
101615,78445,Late Delivery,9.7,0
101616,68664,Late Delivery,34.4,200
101617,111238,Missing Item,41.2,50
101618,107351,Late Delivery,1.4,50
101619,95127,Payment Issue,35.5,0
101620,100475,Wrong Item,7.7,300
101621,12470,Late Delivery,39.7,100
101622,17708,Late Delivery,57.5,200
101623,91720,Late Delivery,39.2,0
101624,101391,Wrong Item,59.9,0
101625,74550,Late Delivery,52.2,200
101626,98238,Late Delivery,11.3,200
101627,64444,Payment Issue,25.3,50
101628,91869,Wrong Item,50.5,100
101629,82722,Wrong Item,18.4,50
101630,101922,Wrong Item,15.7,0
101631,55306,Late Delivery,40.0,0
101632,62889,Missing Item,0.5,0
101633,59940,Late Delivery,26.5,0
101634,96242,Late Delivery,30.5,50
101635,70720,Late Delivery,56.7,0
101636,106889,Late Delivery,60.1,200
101637,107624,Wrong Item,34.6,50
101638,28401,Missing Item,60.9,0
101639,63562,Missing Item,37.6,50
101640,33968,Late Delivery,13.6,100
101641,71471,Wrong Item,51.8,0
101642,64562,Late Delivery,35.2,0
101643,6566,Wrong Item,66.3,0
101644,25717,Late Delivery,56.8,0
101645,103905,Missing Item,47.0,100
101646,2259,Wrong Item,9.0,0
101647,2025,Late Delivery,55.1,0
101648,38877,Late Delivery,29.6,0
101649,37311,Late Delivery,37.1,0
101650,32934,Late Delivery,66.9,0
101651,76787,Late Delivery,32.6,50
101652,25171,Payment Issue,12.1,0
101653,42991,Late Delivery,21.6,0
101654,36833,Late Delivery,36.9,100
101655,4746,Late Delivery,11.9,0
101656,47810,Payment Issue,63.4,0
101657,19427,Wrong Item,7.2,50
101658,67111,Late Delivery,56.5,0
101659,20970,Late Delivery,61.3,0
101660,82641,Late Delivery,32.9,0
101661,43942,Late Delivery,61.9,0
101662,5010,Late Delivery,50.7,50
101663,118920,Missing Item,29.0,0
101664,90658,Missing Item,63.1,50
101665,79916,Wrong Item,2.7,100
101666,29293,Wrong Item,46.2,50
101667,77797,Late Delivery,66.2,50
101668,119517,Wrong Item,47.3,100
101669,71332,Late Delivery,38.1,50
101670,36392,Late Delivery,67.5,200
101671,13113,Payment Issue,40.4,100
101672,91076,Wrong Item,11.3,50
101673,94324,Late Delivery,45.3,100
101674,14362,Late Delivery,45.2,0
101675,68955,Late Delivery,17.0,100
101676,42887,Missing Item,38.7,0
101677,115725,Missing Item,31.9,50
101678,106112,Missing Item,45.0,0
101679,39717,Late Delivery,34.7,0
101680,75558,Late Delivery,19.8,200
101681,37506,Wrong Item,59.0,100
101682,50115,Late Delivery,9.9,100
101683,45583,Late Delivery,9.9,0
101684,13833,Missing Item,36.7,50
101685,93856,Missing Item,52.5,100
101686,52188,Wrong Item,68.4,100
101687,83100,Late Delivery,54.7,0
101688,89094,Missing Item,10.9,0
101689,113358,Missing Item,4.5,50
101690,56881,Late Delivery,45.7,50
101691,33608,Payment Issue,4.6,0
101692,98879,Wrong Item,18.3,100
101693,85753,Late Delivery,46.8,50
101694,65753,Payment Issue,63.6,200
101695,56396,Wrong Item,28.5,0
101696,106957,Wrong Item,47.1,0
101697,81934,Late Delivery,65.7,50
101698,62880,Wrong Item,42.9,50
101699,19013,Late Delivery,20.1,50
101700,89633,Missing Item,44.7,0
101701,107332,Late Delivery,30.3,50
101702,100639,Missing Item,71.2,100
101703,85157,Late Delivery,35.4,0
101704,105148,Late Delivery,30.3,0
101705,37273,Late Delivery,25.3,0
101706,47179,Wrong Item,22.7,100
101707,88559,Late Delivery,46.1,0
101708,3379,Late Delivery,38.0,300
101709,2175,Missing Item,63.4,200
101710,7044,Wrong Item,7.4,300
101711,93505,Late Delivery,53.7,50
101712,118054,Wrong Item,26.4,50
101713,40069,Late Delivery,62.1,0
101714,4446,Wrong Item,33.7,0
101715,86805,Wrong Item,39.0,0
101716,99818,Payment Issue,27.1,50
101717,106464,Late Delivery,59.0,100
101718,88198,Wrong Item,5.3,0
101719,116370,Wrong Item,23.0,200
101720,66468,Wrong Item,6.7,0
101721,75469,Missing Item,58.1,0
101722,60869,Missing Item,10.0,0
101723,94791,Missing Item,53.0,0
101724,9182,Late Delivery,51.9,0
101725,73720,Wrong Item,57.8,0
101726,19881,Late Delivery,6.0,100
101727,84000,Late Delivery,16.9,0
101728,46623,Late Delivery,3.8,50
101729,45400,Late Delivery,42.9,0
101730,58368,Late Delivery,15.7,50
101731,29929,Late Delivery,68.6,100
101732,8768,Late Delivery,57.5,100
101733,32238,Late Delivery,33.5,0
101734,69904,Wrong Item,33.7,100
101735,74140,Late Delivery,29.7,0
101736,73999,Missing Item,17.3,50
101737,113686,Missing Item,15.7,100
101738,49774,Wrong Item,32.9,0
101739,119504,Wrong Item,8.2,0
101740,56661,Late Delivery,34.5,50
101741,92100,Missing Item,71.0,0
101742,16322,Wrong Item,63.3,0
101743,40736,Late Delivery,19.9,0
101744,99653,Missing Item,51.5,0
101745,89232,Missing Item,45.6,200
101746,74342,Late Delivery,60.9,100
101747,84070,Wrong Item,59.1,300
101748,32313,Wrong Item,26.0,50
101749,64673,Late Delivery,16.2,0
101750,47853,Wrong Item,32.7,0
101751,80419,Late Delivery,53.9,100
101752,83856,Wrong Item,63.8,0
101753,23335,Late Delivery,63.1,200
101754,116115,Missing Item,39.3,50
101755,28409,Wrong Item,19.6,100
101756,31883,Payment Issue,49.2,200
101757,86029,Late Delivery,12.2,0
101758,78307,Wrong Item,45.0,0
101759,11578,Wrong Item,12.4,100
101760,27101,Late Delivery,24.8,0
101761,2906,Wrong Item,31.1,0
101762,33272,Payment Issue,33.6,0
101763,107228,Missing Item,71.0,0
101764,35311,Payment Issue,34.8,200
101765,83470,Missing Item,49.4,0
101766,93288,Late Delivery,27.9,0
101767,48494,Missing Item,51.7,50
101768,82341,Wrong Item,58.7,0
101769,11409,Wrong Item,61.8,100
101770,34014,Missing Item,5.2,0
101771,13736,Late Delivery,66.1,0
101772,117769,Missing Item,57.9,0
101773,100167,Late Delivery,27.0,0
101774,78314,Payment Issue,23.5,50
101775,119240,Wrong Item,7.9,0
101776,111839,Wrong Item,51.0,100
101777,18487,Wrong Item,69.6,0
101778,19870,Missing Item,57.7,0
101779,13713,Late Delivery,25.9,0
101780,2632,Late Delivery,33.3,0
101781,37694,Wrong Item,32.0,0
101782,82,Wrong Item,8.0,50
101783,95513,Missing Item,8.5,0
101784,64505,Late Delivery,51.4,100
101785,63088,Wrong Item,34.8,200
101786,26060,Late Delivery,72.0,50
101787,11521,Missing Item,33.4,0
101788,27887,Wrong Item,9.4,50
101789,2116,Payment Issue,22.1,0
101790,110206,Late Delivery,0.5,50
101791,59658,Late Delivery,68.1,200
101792,28501,Wrong Item,43.6,0
101793,18390,Late Delivery,37.2,0
101794,43074,Missing Item,43.6,50
101795,56210,Wrong Item,37.4,100
101796,82755,Late Delivery,12.8,0
101797,1598,Missing Item,43.8,100
101798,71848,Late Delivery,28.3,100
101799,106862,Late Delivery,32.3,100
101800,69775,Late Delivery,12.8,0
101801,14608,Late Delivery,36.8,200
101802,111864,Late Delivery,1.3,0
101803,46907,Late Delivery,4.6,100
101804,69904,Late Delivery,47.3,100
101805,90872,Missing Item,71.9,0
101806,37190,Wrong Item,46.9,0
101807,62755,Late Delivery,70.9,0
101808,101585,Late Delivery,12.4,100
101809,60110,Late Delivery,48.9,0
101810,93304,Late Delivery,21.0,0
101811,96844,Wrong Item,4.3,50
101812,94974,Wrong Item,30.6,50
101813,2461,Late Delivery,28.1,0
101814,69469,Wrong Item,48.0,0
101815,99205,Missing Item,62.5,0
101816,113887,Late Delivery,58.3,50
101817,30133,Late Delivery,71.0,0
101818,80499,Wrong Item,26.1,0
101819,48215,Wrong Item,63.5,0
101820,104113,Payment Issue,67.0,0
101821,62347,Late Delivery,8.9,50
101822,8112,Wrong Item,23.0,100
101823,4426,Wrong Item,69.8,200
101824,72183,Late Delivery,27.5,50
101825,10124,Wrong Item,40.9,100
101826,62830,Late Delivery,38.7,0
101827,105106,Wrong Item,35.2,50
101828,38670,Wrong Item,20.6,50
101829,112318,Missing Item,68.1,50
101830,24077,Late Delivery,7.1,100
101831,111933,Late Delivery,14.2,200
101832,88097,Late Delivery,57.4,0
101833,84575,Payment Issue,17.5,0
101834,39750,Wrong Item,46.4,300
101835,30331,Late Delivery,40.2,100
101836,101441,Late Delivery,66.4,0
101837,58830,Late Delivery,45.3,0
101838,61659,Late Delivery,40.5,50
101839,429,Wrong Item,48.6,200
101840,52032,Late Delivery,57.9,50
101841,63710,Missing Item,14.9,0
101842,59868,Missing Item,64.7,0
101843,9123,Late Delivery,57.8,0
101844,1233,Payment Issue,56.3,50
101845,35503,Late Delivery,2.4,0
101846,21178,Late Delivery,16.4,300
101847,43751,Payment Issue,5.3,0
101848,38746,Late Delivery,39.9,0
101849,82562,Wrong Item,11.7,50
101850,84412,Late Delivery,61.3,100
101851,24328,Missing Item,31.6,100
101852,24901,Wrong Item,67.2,50
101853,52144,Late Delivery,50.5,0
101854,27753,Payment Issue,53.7,0
101855,11984,Wrong Item,35.7,0
101856,51204,Late Delivery,27.0,0
101857,108616,Late Delivery,2.2,0
101858,5486,Missing Item,11.4,50
101859,51881,Late Delivery,56.6,0
101860,95081,Late Delivery,15.1,100
101861,64360,Wrong Item,0.7,0
101862,18892,Payment Issue,13.8,200
101863,38202,Wrong Item,18.4,0
101864,57792,Late Delivery,67.0,0
101865,95305,Late Delivery,45.6,100
101866,98184,Wrong Item,70.6,0
101867,118362,Wrong Item,68.9,100
101868,25098,Wrong Item,51.6,50
101869,66360,Late Delivery,61.4,50
101870,61998,Wrong Item,71.7,300
101871,57618,Late Delivery,23.3,100
101872,35341,Missing Item,68.6,0
101873,20360,Late Delivery,21.1,50
101874,113979,Payment Issue,23.0,0
101875,18676,Missing Item,55.3,0
101876,90112,Wrong Item,39.5,0
101877,57200,Late Delivery,9.3,0
101878,27563,Missing Item,62.1,0
101879,86107,Missing Item,54.1,0
101880,87771,Late Delivery,26.0,200
101881,119994,Wrong Item,36.9,100
101882,12861,Missing Item,35.3,50
101883,30389,Late Delivery,18.2,50
101884,45991,Late Delivery,7.9,0
101885,54247,Wrong Item,51.9,300
101886,61147,Late Delivery,11.0,50
101887,48833,Missing Item,47.3,100
101888,19309,Missing Item,27.1,300
101889,47977,Missing Item,10.1,100
101890,61578,Wrong Item,64.9,0
101891,103442,Missing Item,14.3,50
101892,32267,Wrong Item,68.9,50
101893,37130,Wrong Item,28.4,50
101894,86947,Late Delivery,38.9,0
101895,41969,Missing Item,8.9,0
101896,72787,Late Delivery,61.9,0
101897,27723,Missing Item,52.3,0
101898,30535,Missing Item,62.7,50
101899,10806,Late Delivery,44.6,50
101900,24982,Late Delivery,16.8,200
101901,18892,Wrong Item,2.8,100
101902,91728,Wrong Item,23.9,0
101903,51738,Wrong Item,2.0,300
101904,105405,Missing Item,63.0,100
101905,2152,Wrong Item,15.6,100
101906,114309,Wrong Item,22.4,0
101907,98450,Late Delivery,34.9,0
101908,19649,Late Delivery,33.8,50
101909,66533,Late Delivery,57.2,0
101910,79626,Late Delivery,36.1,0
101911,37703,Late Delivery,69.2,50
101912,29284,Missing Item,15.6,300
101913,15552,Late Delivery,40.8,0
101914,92016,Wrong Item,44.3,0
101915,5691,Late Delivery,25.6,0
101916,24711,Late Delivery,58.4,300
101917,110689,Late Delivery,53.8,0
101918,20637,Late Delivery,38.1,200
101919,101004,Wrong Item,57.7,50
101920,104440,Late Delivery,63.1,0
101921,103427,Missing Item,12.9,300
101922,86890,Wrong Item,66.9,200
101923,57015,Late Delivery,64.3,100
101924,78012,Late Delivery,41.4,200
101925,37734,Payment Issue,23.5,0
101926,6109,Payment Issue,59.0,0
101927,115158,Late Delivery,57.4,0
101928,52464,Late Delivery,15.2,50
101929,50585,Wrong Item,56.1,0
101930,10386,Late Delivery,36.5,0
101931,11450,Late Delivery,24.9,50
101932,74602,Late Delivery,23.1,50
101933,91385,Wrong Item,0.8,100
101934,58174,Wrong Item,42.2,50
101935,51673,Wrong Item,70.7,300
101936,40118,Payment Issue,14.2,0
101937,91501,Late Delivery,40.7,0
101938,3146,Wrong Item,63.1,100
101939,59371,Late Delivery,8.4,0
101940,67272,Wrong Item,66.4,50
101941,111258,Payment Issue,9.6,0
101942,116384,Late Delivery,9.5,0
101943,76751,Late Delivery,53.4,100
101944,81910,Late Delivery,62.7,0
101945,104464,Late Delivery,13.4,0
101946,113199,Late Delivery,30.0,0
101947,80120,Wrong Item,49.4,100
101948,64521,Late Delivery,6.1,50
101949,24621,Wrong Item,50.1,0
101950,96677,Missing Item,45.1,0
101951,116596,Late Delivery,15.4,100
101952,11414,Late Delivery,36.5,0
101953,12335,Late Delivery,39.1,0
101954,26985,Late Delivery,28.0,0
101955,44382,Missing Item,70.5,100
101956,19594,Missing Item,1.7,50
101957,81564,Missing Item,51.8,200
101958,102562,Wrong Item,7.1,0
101959,32542,Wrong Item,30.2,50
101960,11902,Missing Item,10.9,50
101961,70445,Wrong Item,39.3,200
101962,26185,Late Delivery,69.1,0
101963,29421,Late Delivery,65.1,0
101964,78589,Wrong Item,61.8,0
101965,35912,Missing Item,28.3,50
101966,105764,Missing Item,26.2,0
101967,45222,Wrong Item,50.3,200
101968,88634,Late Delivery,61.8,50
101969,63739,Missing Item,36.0,0
101970,53589,Wrong Item,46.7,0
101971,117996,Late Delivery,11.8,0
101972,19307,Late Delivery,19.3,0
101973,45107,Late Delivery,60.6,0
101974,29938,Payment Issue,25.9,0
101975,100099,Missing Item,39.1,50
101976,22073,Wrong Item,41.9,0
101977,58614,Wrong Item,65.3,0
101978,55866,Wrong Item,37.6,0
101979,49912,Payment Issue,65.2,0
101980,36695,Late Delivery,43.6,50
101981,113363,Missing Item,67.1,50
101982,88451,Late Delivery,30.5,0
101983,88385,Late Delivery,71.7,0
101984,17929,Wrong Item,70.5,100
101985,110820,Missing Item,61.1,50
101986,44841,Late Delivery,3.0,0
101987,67864,Missing Item,3.3,0
101988,68689,Wrong Item,18.6,0
101989,29802,Missing Item,12.3,200
101990,86258,Payment Issue,69.1,0
101991,96890,Wrong Item,19.0,100
101992,111310,Late Delivery,4.2,0
101993,24421,Payment Issue,61.2,50
101994,675,Late Delivery,67.6,0
101995,104073,Wrong Item,32.1,50
101996,18076,Late Delivery,72.0,100
101997,110800,Wrong Item,63.8,0
101998,53335,Late Delivery,36.3,50
101999,91337,Wrong Item,15.0,50
102000,15563,Wrong Item,1.1,0
102001,10038,Late Delivery,52.2,100
102002,8371,Wrong Item,1.9,100
102003,76614,Missing Item,57.5,50
102004,85930,Missing Item,58.9,100
102005,89448,Wrong Item,38.5,0
102006,34136,Payment Issue,17.2,0
102007,70619,Missing Item,3.7,100
102008,70423,Wrong Item,41.2,50
102009,103858,Late Delivery,57.8,0
102010,34773,Wrong Item,21.3,0
102011,111150,Late Delivery,20.3,0
102012,17976,Late Delivery,60.2,50
102013,36238,Payment Issue,12.3,300
102014,109760,Payment Issue,16.7,0
102015,89583,Missing Item,59.5,100
102016,36470,Wrong Item,68.2,100
102017,30543,Late Delivery,59.0,50
102018,64779,Missing Item,16.5,50
102019,7195,Missing Item,62.6,100
102020,89475,Wrong Item,18.4,0
102021,55605,Missing Item,35.2,0
102022,70008,Late Delivery,54.4,100
102023,91331,Wrong Item,0.8,50
102024,36628,Late Delivery,12.8,0
102025,9156,Wrong Item,17.1,50
102026,11071,Payment Issue,4.5,200
102027,104876,Payment Issue,55.0,0
102028,63589,Late Delivery,12.2,100
102029,51650,Late Delivery,34.0,0
102030,97731,Wrong Item,62.0,50
102031,25691,Late Delivery,41.6,100
102032,25467,Missing Item,48.1,100
102033,38058,Wrong Item,24.2,0
102034,39702,Wrong Item,20.4,100
102035,5654,Late Delivery,41.4,0
102036,77842,Late Delivery,40.7,100
102037,11683,Wrong Item,21.0,100
102038,38189,Wrong Item,69.6,100
102039,57603,Missing Item,17.5,50
102040,84152,Missing Item,20.3,50
102041,104651,Wrong Item,27.4,0
102042,11748,Missing Item,48.4,100
102043,109440,Wrong Item,25.6,100
102044,103249,Late Delivery,49.0,0
102045,32733,Missing Item,39.3,50
102046,28252,Late Delivery,49.3,50
102047,87561,Late Delivery,69.1,0
102048,113556,Late Delivery,56.7,0
102049,32677,Late Delivery,10.7,0
102050,59614,Payment Issue,29.6,50
102051,107909,Wrong Item,52.6,100
102052,94235,Payment Issue,8.6,0
102053,45595,Late Delivery,54.0,100
102054,96340,Wrong Item,37.9,50
102055,32498,Late Delivery,62.8,0
102056,108399,Wrong Item,42.6,100
102057,77243,Late Delivery,47.6,0
102058,108844,Missing Item,37.2,50
102059,30300,Wrong Item,52.6,100
102060,117051,Missing Item,7.6,100
102061,111104,Payment Issue,24.0,0
102062,51245,Payment Issue,38.3,200
102063,86443,Missing Item,32.0,300
102064,8728,Payment Issue,64.0,300
102065,28203,Late Delivery,49.4,100
102066,94813,Wrong Item,42.9,100
102067,96404,Payment Issue,56.7,100
102068,11964,Late Delivery,58.6,100
102069,17913,Wrong Item,13.0,50
102070,68576,Late Delivery,47.6,50
102071,36236,Wrong Item,20.1,0
102072,85243,Missing Item,27.3,0
102073,68413,Payment Issue,22.8,100
102074,61310,Wrong Item,40.9,0
102075,101728,Late Delivery,28.6,0
102076,92224,Late Delivery,6.3,300
102077,74181,Late Delivery,22.7,0
102078,56788,Wrong Item,22.8,100
102079,10465,Missing Item,44.0,0
102080,97630,Wrong Item,48.8,0
102081,75030,Wrong Item,25.6,0
102082,18827,Late Delivery,40.8,100
102083,30110,Missing Item,31.1,100
102084,108423,Payment Issue,2.5,0
102085,52233,Late Delivery,64.8,0
102086,62732,Missing Item,51.7,0
102087,104589,Late Delivery,22.3,0
102088,63334,Late Delivery,23.5,0
102089,74167,Missing Item,25.2,300
102090,107143,Payment Issue,60.6,100
102091,59253,Payment Issue,52.1,50
102092,75645,Missing Item,19.2,100
102093,59984,Wrong Item,10.6,0
102094,92948,Late Delivery,55.6,100
102095,36391,Late Delivery,13.7,300
102096,67623,Late Delivery,68.5,0
102097,96803,Late Delivery,60.4,0
102098,74267,Late Delivery,22.6,0
102099,102865,Late Delivery,29.3,0
102100,17762,Late Delivery,51.0,50
102101,36540,Late Delivery,16.4,100
102102,82212,Wrong Item,48.5,200
102103,41035,Late Delivery,20.0,0
102104,116578,Late Delivery,71.3,50
102105,87263,Late Delivery,58.0,100
102106,80557,Late Delivery,42.0,100
102107,36044,Missing Item,36.3,0
102108,109077,Payment Issue,48.1,0
102109,10687,Wrong Item,63.2,0
102110,5047,Late Delivery,17.8,50
102111,53783,Late Delivery,15.3,0
102112,75968,Wrong Item,2.1,0
102113,85705,Late Delivery,68.8,100
102114,110641,Payment Issue,46.7,100
102115,81685,Missing Item,26.4,100
102116,49269,Payment Issue,68.8,50
102117,8772,Missing Item,21.8,100
102118,69138,Wrong Item,46.6,50
102119,92923,Late Delivery,21.9,100
102120,107397,Wrong Item,51.6,0
102121,35692,Wrong Item,55.2,100
102122,82210,Late Delivery,43.7,200
102123,92199,Late Delivery,28.8,0
102124,66113,Late Delivery,29.9,0
102125,25170,Late Delivery,47.7,0
102126,102052,Missing Item,8.8,50
102127,18200,Wrong Item,34.2,0
102128,38334,Missing Item,38.5,100
102129,1503,Late Delivery,38.5,0
102130,17613,Missing Item,59.9,300
102131,90661,Late Delivery,27.8,0
102132,76157,Late Delivery,53.6,100
102133,58971,Late Delivery,61.3,200
102134,39313,Payment Issue,36.6,100
102135,76542,Payment Issue,41.1,0
102136,72217,Wrong Item,65.1,100
102137,82792,Wrong Item,39.8,0
102138,72509,Missing Item,11.8,50
102139,46502,Missing Item,62.6,0
102140,78172,Late Delivery,32.6,0
102141,114863,Missing Item,47.9,50
102142,16218,Late Delivery,18.6,50
102143,90978,Late Delivery,34.7,300
102144,45737,Payment Issue,34.1,200
102145,97618,Late Delivery,18.5,0
102146,90159,Late Delivery,42.6,50
102147,103420,Missing Item,22.4,0
102148,65732,Missing Item,23.5,0
102149,100570,Late Delivery,22.7,50
102150,90285,Wrong Item,3.0,0
102151,106807,Wrong Item,9.5,0
102152,77684,Missing Item,11.0,50
102153,7490,Wrong Item,51.5,200
102154,98292,Late Delivery,54.2,50
102155,90699,Late Delivery,3.3,0
102156,52082,Late Delivery,37.0,0
102157,24250,Wrong Item,35.9,0
102158,24320,Missing Item,53.1,200
102159,117789,Wrong Item,41.4,50
102160,55372,Late Delivery,46.2,50
102161,69217,Late Delivery,48.9,0
102162,22785,Late Delivery,53.0,200
102163,90936,Wrong Item,17.2,0
102164,66805,Wrong Item,4.6,0
102165,93131,Missing Item,18.0,100
102166,44852,Missing Item,16.9,0
102167,92996,Late Delivery,61.8,0
102168,8479,Wrong Item,66.1,50
102169,75683,Late Delivery,56.6,0
102170,116282,Wrong Item,26.1,0
102171,57779,Missing Item,59.0,0
102172,18255,Wrong Item,62.7,200
102173,90739,Missing Item,28.2,0
102174,2397,Late Delivery,16.5,100
102175,10760,Missing Item,14.6,0
102176,83583,Late Delivery,17.0,0
102177,42361,Missing Item,48.5,0
102178,93348,Wrong Item,67.4,0
102179,5221,Wrong Item,35.4,100
102180,94981,Wrong Item,29.3,0
102181,10131,Late Delivery,57.9,100
102182,72988,Late Delivery,26.9,0
102183,53794,Wrong Item,34.0,0
102184,37135,Late Delivery,23.3,0
102185,100344,Wrong Item,52.8,200
102186,86923,Wrong Item,18.5,0
102187,106944,Wrong Item,3.2,0
102188,19694,Late Delivery,23.7,0
102189,52391,Late Delivery,30.8,50
102190,40620,Missing Item,65.2,100
102191,93410,Wrong Item,25.7,50
102192,99404,Missing Item,62.3,0
102193,29553,Late Delivery,36.2,50
102194,118041,Payment Issue,57.2,0
102195,77092,Missing Item,26.9,0
102196,58253,Late Delivery,55.8,50
102197,79806,Late Delivery,28.5,0
102198,42997,Wrong Item,11.5,0
102199,25041,Payment Issue,5.2,0
102200,57624,Late Delivery,33.4,0
102201,862,Late Delivery,57.1,50
102202,37050,Late Delivery,15.4,0
102203,117645,Late Delivery,55.1,100
102204,42547,Missing Item,31.4,0
102205,67346,Wrong Item,4.9,0
102206,41844,Late Delivery,70.2,100
102207,55044,Late Delivery,9.9,50
102208,46143,Missing Item,64.3,50
102209,80188,Payment Issue,0.6,50
102210,101909,Wrong Item,2.6,100
102211,35351,Wrong Item,19.6,0
102212,8007,Wrong Item,28.4,0
102213,2019,Wrong Item,0.5,0
102214,54283,Wrong Item,5.1,50
102215,36380,Wrong Item,4.9,100
102216,8685,Late Delivery,31.1,100
102217,79322,Missing Item,48.9,50
102218,2806,Late Delivery,34.5,50
102219,69779,Payment Issue,29.0,0
102220,18602,Missing Item,56.9,50
102221,71022,Missing Item,23.5,200
102222,60766,Wrong Item,14.1,0
102223,45654,Payment Issue,34.5,0
102224,100580,Late Delivery,71.7,100
102225,17311,Late Delivery,28.3,0
102226,35132,Late Delivery,28.4,100
102227,73571,Late Delivery,54.8,50
102228,117085,Late Delivery,44.5,200
102229,110610,Late Delivery,16.9,0
102230,94765,Late Delivery,1.7,0
102231,64910,Late Delivery,51.4,200
102232,110128,Late Delivery,7.1,100
102233,3040,Missing Item,9.3,100
102234,117238,Late Delivery,40.0,50
102235,106606,Late Delivery,24.2,50
102236,74877,Wrong Item,21.5,0
102237,56895,Payment Issue,5.7,0
102238,55835,Late Delivery,6.0,50
102239,71952,Missing Item,28.0,200
102240,31240,Wrong Item,20.7,0
102241,31471,Late Delivery,4.9,0
102242,102186,Late Delivery,26.5,50
102243,11830,Wrong Item,55.3,100
102244,14280,Late Delivery,11.2,0
102245,72249,Payment Issue,3.8,50
102246,107362,Payment Issue,8.8,200
102247,7533,Wrong Item,12.1,0
102248,8713,Late Delivery,41.1,0
102249,41244,Wrong Item,32.2,0
102250,43499,Wrong Item,42.4,50
102251,52399,Missing Item,42.6,100
102252,80590,Payment Issue,18.4,100
102253,7646,Late Delivery,63.2,0
102254,4463,Late Delivery,13.4,200
102255,15119,Missing Item,30.9,100
102256,33029,Missing Item,32.3,300
102257,52514,Late Delivery,51.2,50
102258,18271,Late Delivery,20.0,0
102259,8444,Missing Item,39.9,0
102260,48963,Wrong Item,10.4,0
102261,48652,Missing Item,39.1,0
102262,82979,Late Delivery,66.4,100
102263,94352,Payment Issue,50.3,100
102264,99044,Wrong Item,37.8,0
102265,92406,Payment Issue,1.6,0
102266,16423,Payment Issue,62.0,0
102267,33795,Wrong Item,20.2,50
102268,55226,Late Delivery,20.8,0
102269,56312,Wrong Item,26.9,100
102270,18562,Late Delivery,49.2,0
102271,20689,Late Delivery,17.2,300
102272,2888,Wrong Item,41.7,0
102273,80429,Late Delivery,32.3,300
102274,20432,Wrong Item,9.8,0
102275,42054,Late Delivery,1.1,100
102276,45341,Late Delivery,43.5,50
102277,52042,Late Delivery,69.3,50
102278,60739,Late Delivery,8.1,0
102279,59351,Late Delivery,32.1,0
102280,24332,Late Delivery,1.3,0
102281,113047,Late Delivery,61.4,100
102282,113877,Payment Issue,38.6,0
102283,67624,Wrong Item,42.4,50
102284,86140,Late Delivery,62.1,0
102285,24979,Wrong Item,58.8,50
102286,117075,Wrong Item,4.3,0
102287,30238,Wrong Item,57.3,200
102288,11240,Late Delivery,43.6,50
102289,57803,Payment Issue,48.8,100
102290,83439,Wrong Item,57.6,100
102291,23891,Late Delivery,25.4,0
102292,34016,Wrong Item,13.9,100
102293,89317,Wrong Item,59.9,50
102294,1560,Missing Item,19.3,100
102295,41725,Late Delivery,68.3,0
102296,118473,Missing Item,9.0,0
102297,78890,Wrong Item,6.6,0
102298,27384,Wrong Item,52.6,0
102299,1314,Wrong Item,71.7,0
102300,11740,Missing Item,3.1,50
102301,13236,Wrong Item,58.3,200
102302,39392,Missing Item,15.0,0
102303,74602,Late Delivery,35.1,0
102304,81721,Late Delivery,6.9,200
102305,106662,Late Delivery,40.8,0
102306,46743,Late Delivery,12.6,0
102307,89022,Late Delivery,30.0,0
102308,101522,Late Delivery,21.5,0
102309,87240,Payment Issue,44.8,0
102310,15594,Missing Item,29.2,200
102311,52583,Late Delivery,14.0,200
102312,47411,Payment Issue,37.4,0
102313,37303,Missing Item,37.9,50
102314,61122,Late Delivery,39.6,0
102315,115082,Missing Item,58.8,300
102316,22938,Wrong Item,11.0,0
102317,24137,Late Delivery,69.9,0
102318,112174,Missing Item,66.0,100
102319,8862,Late Delivery,6.9,0
102320,6851,Missing Item,55.3,50
102321,37150,Missing Item,62.9,50
102322,84938,Wrong Item,50.8,200
102323,7398,Payment Issue,62.4,200
102324,41437,Wrong Item,50.8,50
102325,97446,Late Delivery,36.9,0
102326,2836,Missing Item,67.2,0
102327,108302,Wrong Item,71.1,100
102328,107917,Missing Item,3.6,200
102329,47277,Late Delivery,59.8,0
